0,  13971, 0,  10100
0,  13971, 1,  14395
0,  13971, 0,  14395
1,  10326, 0,  14395
0,  10326, 0,  14395
0,  10326, 1,   5980
0,  10326, 0,   5980
1, -21194, 0,   5980
0, -21194, 0,   5980
0, -21194, 1, -13421
0, -21194, 0, -13421
1,   3735, 0, -13421
0,   3735, 0, -13421
0,   3735, 1,  -4075
0,   3735, 0,  -4075
1,  -5082, 0,  -4075
0,  -5082, 0,  -4075
0,  -5082, 1,   -750
0,  -5082, 0,   -750
1,  13971, 0,   -750
0,  13971, 0,   -750
0,  13971, 1,  14013
0,  13971, 0,  14013
1,  21676, 0,  14013
0,  21676, 0,  14013
0,  21676, 1,  16550
0,  21676, 0,  16550
1,  -9843, 0,  16550
0,  -9843, 0,  16550
0,  -9843, 1,   -964
0,  -9843, 0,   -964
1,   3735, 0,   -964
0,   3735, 0,   -964
0,   3735, 1,  -4619
0,   3735, 0,  -4619
1, -16432, 0,  -4619
0, -16432, 0,  -4619
0, -16432, 1, -11359
0, -16432, 0, -11359
1,   2620, 0, -11359
0,   2620, 0, -11359
0,   2620, 1,   2468
0,   2620, 0,   2468
1,  21676, 0,   2468
0,  21676, 0,   2468
0,  21676, 1,  15714
0,  21676, 0,  15714
1,   1506, 0,  15714
0,   1506, 0,  15714
0,   1506, 1,  10949
0,   1506, 0,  10949
1,  15086, 0,  10949
0,  15086, 0,  10949
0,  15086, 1,   6169
0,  15086, 0,   6169
1, -16432, 0,   6169
0, -16432, 0,   6169
0, -16432, 1, -10547
0, -16432, 0, -10547
1,  -8730, 0, -10547
0,  -8730, 0, -10547
0,  -8730, 1,  -8712
0,  -8730, 0,  -8712
1,  10325, 0,  -8712
0,  10325, 0,  -8712
0,  10325, 1,   3809
0,  10325, 0,   3809
1,   1506, 0,   3809
0,   1506, 0,   3809
0,   1506, 1,  11196
0,   1506, 0,  11196
1,  26437, 0,  11196
0,  26437, 0,  11196
0,  26437, 1,  16732
0,  26437, 0,  16732
1,  -5081, 0,  16732
0,  -5081, 0,  16732
0,  -5081, 1,   1344
0,  -5081, 0,   1344
1,  -8730, 0,   1344
0,  -8730, 0,   1344
0,  -8730, 1,  -8369
0,  -8730, 0,  -8369
1,  -1024, 0,  -8369
0,  -1024, 0,  -8369
0,  -1024, 1,  -7656
0,  -1024, 0,  -7656
1,  -9844, 0,  -7656
0,  -9844, 0,  -7656
0,  -9844, 1,    167
0,  -9844, 0,    167
1,  26436, 0,    167
0,  26436, 0,    167
0,  26436, 1,  15883
0,  26436, 0,  15883
1,   6269, 0,  15883
0,   6269, 0,  15883
0,   6269, 1,  12803
0,   6269, 0,  12803
1,   2620, 0,  12803
0,   2620, 0,  12803
0,   2620, 1,   3135
0,   2620, 0,   3135
1,  -1024, 0,   3135
0,  -1024, 0,   3135
0,  -1024, 1,  -7539
0,  -1024, 0,  -7539
1, -21195, 0,  -7539
0, -21195, 0,  -7539
0, -21195, 1, -10594
0, -21195, 0, -10594
1,  15085, 0, -10594
0,  15085, 0, -10594
0,  15085, 1,   3965
0,  15085, 0,   3965
1,   6269, 0,   3965
0,   6269, 0,   3965
0,   6269, 1,  12684
0,   6269, 0,  12684
1,  13971, 0,  12684
0,  13971, 0,  12684
0,  13971, 1,  14279
0,  13971, 0,  14279
1,  10327, 0,  14279
0,  10327, 0,  14279
0,  10327, 1,   3786
0,  10327, 0,   3786
1, -21194, 0,   3786
0, -21194, 0,   3786
0, -21194, 1,  -9906
0, -21194, 0,  -9906
1,   3735, 0,  -9906
0,   3735, 0,  -9906
0,   3735, 1,  -7515
0,   3735, 0,  -7515
1,  -5082, 0,  -7515
0,  -5082, 0,  -7515
0,  -5082, 1,   1360
0,  -5082, 0,   1360
1,  13970, 0,   1360
0,  13970, 0,   1360
0,  13970, 1,  13899
0,  13970, 0,  13899
1,  21677, 0,  13899
0,  21677, 0,  13899
0,  21677, 1,  14787
0,  21677, 0,  14787
1,  -9843, 0,  14787
0,  -9843, 0,  14787
0,  -9843, 1,   1879
0,  -9843, 0,   1879
1,   3735, 0,   1879
0,   3735, 0,   1879
0,   3735, 1,  -7411
0,   3735, 0,  -7411
1, -16432, 0,  -7411
0, -16432, 0,  -7411
0, -16432, 1,  -9638
0, -16432, 0,  -9638
1,   2618, 0,  -9638
0,   2618, 0,  -9638
0,   2618, 1,   2361
0,   2618, 0,   2361
1,  21677, 0,   2361
0,  21677, 0,   2361
0,  21677, 1,  14295
0,  21677, 0,  14295
1,   1506, 0,  14295
0,   1506, 0,  14295
0,   1506, 1,  13250
0,   1506, 0,  13250
1,  15086, 0,  13250
0,  15086, 0,  13250
0,  15086, 1,   3901
0,  15086, 0,   3901
1, -16431, 0,   3901
0, -16431, 0,   3901
0, -16431, 1,  -9140
0, -16431, 0,  -9140
1,  -8731, 0,  -9140
0,  -8731, 0,  -9140
0,  -8731, 1,  -8811
0,  -8731, 0,  -8811
1,  10326, 0,  -8811
0,  10326, 0,  -8811
0,  10326, 1,   2669
0,  10326, 0,   2669
1,   1505, 0,   2669
0,   1505, 0,   2669
0,   1505, 1,  13057
0,   1505, 0,  13057
1,  26437, 0,  13057
0,  26437, 0,  13057
0,  26437, 1,  14890
0,  26437, 0,  14890
1,  -5080, 0,  14890
0,  -5080, 0,  14890
0,  -5080, 1,   2493
0,  -5080, 0,   2493
1,  -8731, 0,   2493
0,  -8731, 0,   2493
0,  -8731, 1,  -8459
0,  -8731, 0,  -8459
1,  -1024, 0,  -8459
0,  -1024, 0,  -8459
0,  -1024, 1,  -8574
0,  -1024, 0,  -8574
1,  -9845, 0,  -8574
0,  -9845, 0,  -8574
0,  -9845, 1,   1674
0,  -9845, 0,   1674
1,  26436, 0,   1674
0,  26436, 0,   1674
0,  26436, 1,  14386
0,  26436, 0,  14386
1,   6270, 0,  14386
0,   6270, 0,  14386
0,   6270, 1,  13742
0,   6270, 0,  13742
1,   2620, 0,  13742
0,   2620, 0,  13742
0,   2620, 1,   3055
0,   2620, 0,   3055
1,  -1023, 0,   3055
0,  -1023, 0,   3055
0,  -1023, 1,  -8277
0,  -1023, 0,  -8277
1, -21195, 0,  -8277
0, -21195, 0,  -8277
0, -21195, 1,  -9373
0, -21195, 0,  -9373
1,  15085, 0,  -9373
0,  15085, 0,  -9373
0,  15085, 1,   2748
0,  15085, 0,   2748
1,   6269, 0,   2748
0,   6269, 0,   2748
0,   6269, 1,  13451
0,   6269, 0,  13451
1,  13970, 0,  13451
0,  13970, 0,  13451
0,  13970, 1,  14206
0,  13970, 0,  14206
1,  10328, 0,  14206
0,  10328, 0,  14206
0,  10328, 1,   3194
0,  10328, 0,   3194
1, -21194, 0,   3194
0, -21194, 0,   3194
0, -21194, 1,  -8919
0, -21194, 0,  -8919
1,   3734, 0,  -8919
0,   3734, 0,  -8919
0,   3734, 1,  -8503
0,   3734, 0,  -8503
1,  -5081, 0,  -8503
0,  -5081, 0,  -8503
0,  -5081, 1,   1986
0,  -5081, 0,   1986
1,  13969, 0,   1986
0,  13969, 0,   1986
0,  13969, 1,  13835
0,  13969, 0,  13835
1,  21678, 0,  13835
0,  21678, 0,  13835
0,  21678, 1,  14311
0,  21678, 0,  14311
1,  -9843, 0,  14311
0,  -9843, 0,  14311
0,  -9843, 1,   2678
0,  -9843, 0,   2678
1,   3735, 0,   2678
0,   3735, 0,   2678
0,   3735, 1,  -8214
0,   3735, 0,  -8214
1, -16431, 0,  -8214
0, -16431, 0,  -8214
0, -16431, 1,  -9124
0, -16431, 0,  -9124
1,   2617, 0,  -9124
0,   2617, 0,  -9124
0,   2617, 1,   2302
0,   2617, 0,   2302
1,  21677, 0,   2302
0,  21677, 0,   2302
0,  21677, 1,  13914
0,  21677, 0,  13914
1,   1506, 0,  13914
0,   1506, 0,  13914
0,   1506, 1,  13895
0,   1506, 0,  13895
1,  15086, 0,  13895
0,  15086, 0,  13895
0,  15086, 1,   3250
0,  15086, 0,   3250
1, -16430, 0,   3250
0, -16430, 0,   3250
0, -16430, 1,  -8721
0, -16430, 0,  -8721
1,  -8732, 0,  -8721
0,  -8732, 0,  -8721
0,  -8732, 1,  -8862
0,  -8732, 0,  -8862
1,  10326, 0,  -8862
0,  10326, 0,  -8862
0,  10326, 1,   2362
0,  10326, 0,   2362
1,   1505, 0,   2362
0,   1505, 0,   2362
0,   1505, 1,  13580
0,   1505, 0,  13580
1,  26437, 0,  13580
0,  26437, 0,  13580
0,  26437, 1,  14360
0,  26437, 0,  14360
1,  -5079, 0,  14360
0,  -5079, 0,  14360
0,  -5079, 1,   2836
0,  -5079, 0,   2836
1,  -8731, 0,   2836
0,  -8731, 0,   2836
0,  -8731, 1,  -8503
0,  -8731, 0,  -8503
1,  -1023, 0,  -8503
0,  -1023, 0,  -8503
0,  -1023, 1,  -8819
0,  -1023, 0,  -8819
1,  -9846, 0,  -8819
0,  -9846, 0,  -8819
0,  -9846, 1,   2095
0,  -9846, 0,   2095
1,  26436, 0,   2095
0,  26436, 0,   2095
0,  26436, 1,  13957
0,  26436, 0,  13957
1,   6271, 0,  13957
0,   6271, 0,  13957
0,   6271, 1,  14021
0,   6271, 0,  14021
1,   2619, 0,  14021
0,   2619, 0,  14021
0,   2619, 1,   3016
0,   2619, 0,   3016
1,  -1022, 0,   3016
0,  -1022, 0,   3016
0,  -1022, 1,  -8472
0,  -1022, 0,  -8472
1, -21196, 0,  -8472
0, -21196, 0,  -8472
0, -21196, 1,  -9034
0, -21196, 0,  -9034
1,  15084, 0,  -9034
0,  15084, 0,  -9034
0,  15084, 1,   2400
0,  15084, 0,   2400
1,   6270, 0,   2400
0,   6270, 0,   2400
0,   6270, 1,  13678
0,   6270, 0,  13678
1,  13969, 0,  13678
0,  13969, 0,  13678
0,  13969, 1,  14173
0,  13969, 0,  14173
1,  10329, 0,  14173
0,  10329, 0,  14173
0,  10329, 1,   3036
0,  10329, 0,   3036
1, -21195, 0,   3036
0, -21195, 0,   3036
0, -21195, 1,  -8643
0, -21195, 0,  -8643
1,   3734, 0,  -8643
0,   3734, 0,  -8643
0,   3734, 1,  -8787
0,   3734, 0,  -8787
1,  -5081, 0,  -8787
0,  -5081, 0,  -8787
0,  -5081, 1,   2172
0,  -5081, 0,   2172
1,  13968, 0,   2172
0,  13968, 0,   2172
0,  13968, 1,  13806
0,  13968, 0,  13806
1,  21679, 0,  13806
0,  21679, 0,  13806
0,  21679, 1,  14184
0,  21679, 0,  14184
1,  -9843, 0,  14184
0,  -9843, 0,  14184
0,  -9843, 1,   2902
0,  -9843, 0,   2902
1,   3735, 0,   2902
0,   3735, 0,   2902
0,   3735, 1,  -8444
0,   3735, 0,  -8444
1, -16431, 0,  -8444
0, -16431, 0,  -8444
0, -16431, 1,  -8973
0, -16431, 0,  -8973
1,   2616, 0,  -8973
0,   2616, 0,  -8973
0,   2616, 1,   2278
0,   2616, 0,   2278
1,  21678, 0,   2278
0,  21678, 0,   2278
0,  21678, 1,  13812
0,  21678, 0,  13812
1,   1506, 0,  13812
0,   1506, 0,  13812
0,   1506, 1,  14076
0,   1506, 0,  14076
1,  15087, 0,  14076
0,  15087, 0,  14076
0,  15087, 1,   3065
0,  15087, 0,   3065
1, -16429, 0,   3065
0, -16429, 0,   3065
0, -16429, 1,  -8598
0, -16429, 0,  -8598
1,  -8733, 0,  -8598
0,  -8733, 0,  -8598
0,  -8733, 1,  -8881
0,  -8733, 0,  -8881
1,  10326, 0,  -8881
0,  10326, 0,  -8881
0,  10326, 1,   2278
0,  10326, 0,   2278
1,   1505, 0,   2278
0,   1505, 0,   2278
0,   1505, 1,  13727
0,   1505, 0,  13727
1,  26437, 0,  13727
0,  26437, 0,  13727
0,  26437, 1,  14209
0,  26437, 0,  14209
1,  -5078, 0,  14209
0,  -5078, 0,  14209
0,  -5078, 1,   2937
0,  -5078, 0,   2937
1,  -8732, 0,   2937
0,  -8732, 0,   2937
0,  -8732, 1,  -8520
0,  -8732, 0,  -8520
1,  -1023, 0,  -8520
0,  -1023, 0,  -8520
0,  -1023, 1,  -8886
0,  -1023, 0,  -8886
1,  -9846, 0,  -8886
0,  -9846, 0,  -8886
0,  -9846, 1,   2214
0,  -9846, 0,   2214
1,  26435, 0,   2214
0,  26435, 0,   2214
0,  26435, 1,  13832
0,  26435, 0,  13832
1,   6271, 0,  13832
0,   6271, 0,  13832
0,   6271, 1,  14104
0,   6271, 0,  14104
1,   2619, 0,  14104
0,   2619, 0,  14104
0,   2619, 1,   3002
0,   2619, 0,   3002
1,  -1021, 0,   3002
0,  -1021, 0,   3002
0,  -1021, 1,  -8526
0,  -1021, 0,  -8526
1, -21196, 0,  -8526
0, -21196, 0,  -8526
0, -21196, 1,  -8936
0, -21196, 0,  -8936
1,  15083, 0,  -8936
0,  15083, 0,  -8936
0,  15083, 1,   2297
0,  15083, 0,   2297
1,   6270, 0,   2297
0,   6270, 0,   2297
0,   6270, 1,  13747
0,   6270, 0,  13747
1,  13969, 0,  13747
0,  13969, 0,  13747
0,  13969, 1,  14160
0,  13969, 0,  14160
1,  10330, 0,  14160
0,  10330, 0,  14160
0,  10330, 1,   2994
0,  10330, 0,   2994
1, -21195, 0,   2994
0, -21195, 0,   2994
0, -21195, 1,  -8565
0, -21195, 0,  -8565
1,   3733, 0,  -8565
0,   3733, 0,  -8565
0,   3733, 1,  -8870
0,   3733, 0,  -8870
1,  -5081, 0,  -8870
0,  -5081, 0,  -8870
0,  -5081, 1,   2228
0,  -5081, 0,   2228
1,  13967, 0,   2228
0,  13967, 0,   2228
0,  13967, 1,  13794
0,  13967, 0,  13794
1,  21680, 0,  13794
0,  21680, 0,  13794
0,  21680, 1,  14151
0,  21680, 0,  14151
1,  -9843, 0,  14151
0,  -9843, 0,  14151
0,  -9843, 1,   2965
0,  -9843, 0,   2965
1,   3735, 0,   2965
0,   3735, 0,   2965
0,   3735, 1,  -8510
0,   3735, 0,  -8510
1, -16430, 0,  -8510
0, -16430, 0,  -8510
0, -16430, 1,  -8928
0, -16430, 0,  -8928
1,   2615, 0,  -8928
0,   2615, 0,  -8928
0,   2615, 1,   2270
0,   2615, 0,   2270
1,  21678, 0,   2270
0,  21678, 0,   2270
0,  21678, 1,  13782
0,  21678, 0,  13782
1,   1506, 0,  13782
0,   1506, 0,  13782
0,   1506, 1,  14129
0,   1506, 0,  14129
1,  15087, 0,  14129
0,  15087, 0,  14129
0,  15087, 1,   3010
0,  15087, 0,   3010
1, -16429, 0,   3010
0, -16429, 0,   3010
0, -16429, 1,  -8561
0, -16429, 0,  -8561
1,  -8734, 0,  -8561
0,  -8734, 0,  -8561
0,  -8734, 1,  -8889
0,  -8734, 0,  -8889
1,  10327, 0,  -8889
0,  10327, 0,  -8889
0,  10327, 1,   2256
0,  10327, 0,   2256
1,   1504, 0,   2256
0,   1504, 0,   2256
0,   1504, 1,  13768
0,   1504, 0,  13768
1,  26437, 0,  13768
0,  26437, 0,  13768
0,  26437, 1,  14165
0,  26437, 0,  14165
1,  -5077, 0,  14165
0,  -5077, 0,  14165
0,  -5077, 1,   2967
0,  -5077, 0,   2967
1,  -8732, 0,   2967
0,  -8732, 0,   2967
0,  -8732, 1,  -8525
0,  -8732, 0,  -8525
1,  -1022, 0,  -8525
0,  -1022, 0,  -8525
0,  -1022, 1,  -8904
0,  -1022, 0,  -8904
1,  -9847, 0,  -8904
0,  -9847, 0,  -8904
0,  -9847, 1,   2247
0,  -9847, 0,   2247
1,  26435, 0,   2247
0,  26435, 0,   2247
0,  26435, 1,  13797
0,  26435, 0,  13797
1,   6272, 0,  13797
0,   6272, 0,  13797
0,   6272, 1,  14128
0,   6272, 0,  14128
1,   2618, 0,  14128
0,   2618, 0,  14128
0,   2618, 1,   2997
0,   2618, 0,   2997
1,  -1020, 0,   2997
0,  -1020, 0,   2997
0,  -1020, 1,  -8540
0,  -1020, 0,  -8540
1, -21197, 0,  -8540
0, -21197, 0,  -8540
0, -21197, 1,  -8910
0, -21197, 0,  -8910
1,  15083, 0,  -8910
0,  15083, 0,  -8910
0,  15083, 1,   2269
0,  15083, 0,   2269
1,   6271, 0,   2269
0,   6271, 0,   2269
0,   6271, 1,  13766
0,   6271, 0,  13766
1,  13968, 0,  13766
0,  13968, 0,  13766
0,  13968, 1,  14156
0,  13968, 0,  14156
1,  10331, 0,  14156
0,  10331, 0,  14156
0,  10331, 1,   2983
0,  10331, 0,   2983
1, -21195, 0,   2983
0, -21195, 0,   2983
0, -21195, 1,  -8543
0, -21195, 0,  -8543
1,   3733, 0,  -8543
0,   3733, 0,  -8543
0,   3733, 1,  -8893
0,   3733, 0,  -8893
1,  -5080, 0,  -8893
0,  -5080, 0,  -8893
0,  -5080, 1,   2244
0,  -5080, 0,   2244
1,  13966, 0,   2244
0,  13966, 0,   2244
0,  13966, 1,  13791
0,  13966, 0,  13791
1,  21681, 0,  13791
0,  21681, 0,  13791
0,  21681, 1,  14141
0,  21681, 0,  14141
1,  -9843, 0,  14141
0,  -9843, 0,  14141
0,  -9843, 1,   2984
0,  -9843, 0,   2984
1,   3735, 0,   2984
0,   3735, 0,   2984
0,   3735, 1,  -8529
0,   3735, 0,  -8529
1, -16430, 0,  -8529
0, -16430, 0,  -8529
0, -16430, 1,  -8916
0, -16430, 0,  -8916
1,   2614, 0,  -8916
0,   2614, 0,  -8916
0,   2614, 1,   2267
0,   2614, 0,   2267
1,  21679, 0,   2267
0,  21679, 0,   2267
0,  21679, 1,  13775
0,  21679, 0,  13775
1,   1506, 0,  13775
0,   1506, 0,  13775
0,   1506, 1,  14143
0,   1506, 0,  14143
1,  15087, 0,  14143
0,  15087, 0,  14143
0,  15087, 1,   2996
0,  15087, 0,   2996
1, -16428, 0,   2996
0, -16428, 0,   2996
0, -16428, 1,  -8551
0, -16428, 0,  -8551
1,  -8735, 0,  -8551
0,  -8735, 0,  -8551
0,  -8735, 1,  -8891
0,  -8735, 0,  -8891
1,  10327, 0,  -8891
0,  10327, 0,  -8891
0,  10327, 1,   2249
0,  10327, 0,   2249
1,   1504, 0,   2249
0,   1504, 0,   2249
0,   1504, 1,  13780
0,   1504, 0,  13780
1,  26436, 0,  13780
0,  26436, 0,  13780
0,  26436, 1,  14152
0,  26436, 0,  14152
1,  -5076, 0,  14152
0,  -5076, 0,  14152
0,  -5076, 1,   2976
0,  -5076, 0,   2976
1,  -8733, 0,   2976
0,  -8733, 0,   2976
0,  -8733, 1,  -8527
0,  -8733, 0,  -8527
1,  -1022, 0,  -8527
0,  -1022, 0,  -8527
0,  -1022, 1,  -8910
0,  -1022, 0,  -8910
1,  -9847, 0,  -8910
0,  -9847, 0,  -8910
0,  -9847, 1,   2257
0,  -9847, 0,   2257
1,  26434, 0,   2257
0,  26434, 0,   2257
0,  26434, 1,  13786
0,  26434, 0,  13786
1,   6273, 0,  13786
0,   6273, 0,  13786
0,   6273, 1,  14135
0,   6273, 0,  14135
1,   2618, 0,  14135
0,   2618, 0,  14135
0,   2618, 1,   2997
0,   2618, 0,   2997
1,  -1019, 0,   2997
0,  -1019, 0,   2997
0,  -1019, 1,  -8544
0,  -1019, 0,  -8544
1, -21197, 0,  -8544
0, -21197, 0,  -8544
0, -21197, 1,  -8902
0, -21197, 0,  -8902
1,  15082, 0,  -8902
0,  15082, 0,  -8902
0,  15082, 1,   2260
0,  15082, 0,   2260
1,   6271, 0,   2260
0,   6271, 0,   2260
0,   6271, 1,  13771
0,   6271, 0,  13771
1,  13967, 0,  13771
0,  13967, 0,  13771
0,  13967, 1,  14155
0,  13967, 0,  14155
1,  10332, 0,  14155
0,  10332, 0,  14155
0,  10332, 1,   2980
0,  10332, 0,   2980
1, -21195, 0,   2980
0, -21195, 0,   2980
0, -21195, 1,  -8537
0, -21195, 0,  -8537
1,   3732, 0,  -8537
0,   3732, 0,  -8537
0,   3732, 1,  -8899
0,   3732, 0,  -8899
1,  -5080, 0,  -8899
0,  -5080, 0,  -8899
0,  -5080, 1,   2246
0,  -5080, 0,   2246
1,  13965, 0,   2246
0,  13965, 0,   2246
0,  13965, 1,  13791
0,  13965, 0,  13791
1,  21681, 0,  13791
0,  21681, 0,  13791
0,  21681, 1,  14138
0,  21681, 0,  14138
1,  -9843, 0,  14138
0,  -9843, 0,  14138
0,  -9843, 1,   2988
0,  -9843, 0,   2988
1,   3735, 0,   2988
0,   3735, 0,   2988
0,   3735, 1,  -8533
0,   3735, 0,  -8533
1, -16429, 0,  -8533
0, -16429, 0,  -8533
0, -16429, 1,  -8912
0, -16429, 0,  -8912
1,   2613, 0,  -8912
0,   2613, 0,  -8912
0,   2613, 1,   2265
0,   2613, 0,   2265
1,  21679, 0,   2265
0,  21679, 0,   2265
0,  21679, 1,  13774
0,  21679, 0,  13774
1,   1506, 0,  13774
0,   1506, 0,  13774
0,   1506, 1,  14146
0,   1506, 0,  14146
1,  15087, 0,  14146
0,  15087, 0,  14146
0,  15087, 1,   2992
0,  15087, 0,   2992
1, -16427, 0,   2992
0, -16427, 0,   2992
0, -16427, 1,  -8547
0, -16427, 0,  -8547
1,  -8736, 0,  -8547
0,  -8736, 0,  -8547
0,  -8736, 1,  -8893
0,  -8736, 0,  -8893
1,  10327, 0,  -8893
0,  10327, 0,  -8893
0,  10327, 1,   2248
0,  10327, 0,   2248
1,   1503, 0,   2248
0,   1503, 0,   2248
0,   1503, 1,  13781
0,   1503, 0,  13781
1,  26436, 0,  13781
0,  26436, 0,  13781
0,  26436, 1,  14150
0,  26436, 0,  14150
1,  -5075, 0,  14150
0,  -5075, 0,  14150
0,  -5075, 1,   2978
0,  -5075, 0,   2978
1,  -8734, 0,   2978
0,  -8734, 0,   2978
0,  -8734, 1,  -8528
0,  -8734, 0,  -8528
1,  -1021, 0,  -8528
0,  -1021, 0,  -8528
0,  -1021, 1,  -8910
0,  -1021, 0,  -8910
1,  -9848, 0,  -8910
0,  -9848, 0,  -8910
0,  -9848, 1,   2258
0,  -9848, 0,   2258
1,  26434, 0,   2258
0,  26434, 0,   2258
0,  26434, 1,  13784
0,  26434, 0,  13784
1,   6274, 0,  13784
0,   6274, 0,  13784
0,   6274, 1,  14137
0,   6274, 0,  14137
1,   2617, 0,  14137
0,   2617, 0,  14137
0,   2617, 1,   2996
0,   2617, 0,   2996
1,  -1019, 0,   2996
0,  -1019, 0,   2996
0,  -1019, 1,  -8545
0,  -1019, 0,  -8545
1, -21198, 0,  -8545
0, -21198, 0,  -8545
0, -21198, 1,  -8902
0, -21198, 0,  -8902
1,  15082, 0,  -8902
0,  15082, 0,  -8902
0,  15082, 1,   2260
0,  15082, 0,   2260
1,   6272, 0,   2260
0,   6272, 0,   2260
0,   6272, 1,  13771
0,   6272, 0,  13771
1,  13967, 0,  13771
0,  13967, 0,  13771
0,  13967, 1,  14157
0,  13967, 0,  14157
1,  10333, 0,  14157
0,  10333, 0,  14157
0,  10333, 1,   2978
0,  10333, 0,   2978
1, -21195, 0,   2978
0, -21195, 0,   2978
0, -21195, 1,  -8534
0, -21195, 0,  -8534
1,   3732, 0,  -8534
0,   3732, 0,  -8534
0,   3732, 1,  -8901
0,   3732, 0,  -8901
1,  -5080, 0,  -8901
0,  -5080, 0,  -8901
0,  -5080, 1,   2247
0,  -5080, 0,   2247
1,  13964, 0,   2247
0,  13964, 0,   2247
0,  13964, 1,  13790
0,  13964, 0,  13790
1,  21682, 0,  13790
0,  21682, 0,  13790
0,  21682, 1,  14138
0,  21682, 0,  14138
1,  -9843, 0,  14138
0,  -9843, 0,  14138
0,  -9843, 1,   2989
0,  -9843, 0,   2989
1,   3735, 0,   2989
0,   3735, 0,   2989
0,   3735, 1,  -8534
0,   3735, 0,  -8534
1, -16429, 0,  -8534
0, -16429, 0,  -8534
0, -16429, 1,  -8912
0, -16429, 0,  -8912
1,   2611, 0,  -8912
0,   2611, 0,  -8912
0,   2611, 1,   2264
0,   2611, 0,   2264
1,  21680, 0,   2264
0,  21680, 0,   2264
0,  21680, 1,  13773
0,  21680, 0,  13773
1,   1506, 0,  13773
0,   1506, 0,  13773
0,   1506, 1,  14148
0,   1506, 0,  14148
1,  15087, 0,  14148
0,  15087, 0,  14148
0,  15087, 1,   2991
0,  15087, 0,   2991
1, -16426, 0,   2991
0, -16426, 0,   2991
0, -16426, 1,  -8546
0, -16426, 0,  -8546
1,  -8737, 0,  -8546
0,  -8737, 0,  -8546
0,  -8737, 1,  -8893
0,  -8737, 0,  -8893
1,  10328, 0,  -8893
0,  10328, 0,  -8893
0,  10328, 1,   2248
0,  10328, 0,   2248
1,   1503, 0,   2248
0,   1503, 0,   2248
0,   1503, 1,  13782
0,   1503, 0,  13782
1,  26436, 0,  13782
0,  26436, 0,  13782
0,  26436, 1,  14149
0,  26436, 0,  14149
1,  -5074, 0,  14149
0,  -5074, 0,  14149
0,  -5074, 1,   2980
0,  -5074, 0,   2980
1,  -8734, 0,   2980
0,  -8734, 0,   2980
0,  -8734, 1,  -8529
0,  -8734, 0,  -8529
1,  -1021, 0,  -8529
0,  -1021, 0,  -8529
0,  -1021, 1,  -8909
0,  -1021, 0,  -8909
1,  -9849, 0,  -8909
0,  -9849, 0,  -8909
0,  -9849, 1,   2256
0,  -9849, 0,   2256
1,  26433, 0,   2256
0,  26433, 0,   2256
0,  26433, 1,  13784
0,  26433, 0,  13784
1,   6275, 0,  13784
0,   6275, 0,  13784
0,   6275, 1,  14138
0,   6275, 0,  14138
1,   2617, 0,  14138
0,   2617, 0,  14138
